"% 新增1列，列数从4列(cccc)调整为5列(lcccc)

Method",MiniWob(ZS),MiniWob(FT),Android World,"OSWorld$^$} 
SeeClick~cheng2024seeclick",19.5,--,--,--   Qwen2-VL-2B~wang2024qwen2,20.8,66.8,0.0,--   ShowUI-2B~lin2024showui,27.1,71.5,7.0,--   Infigui-2B~liu2025infiguiagent,--,--,9.0,--   UI-Tars-2B~lu2025ui,--,--,--,6.5  GUI-Rise-2B,30.6,72.8,10.4,8.7
