SingleHop F 1↑ B 1↑ J↑,Multi-Hop F 1↑ B 1↑ J↑,OpenDomain F 1↑ B 1↑ J↑
25.02 19.75 – 9.15 6.48 – 5.00 4.77 – 26.65 17.72 – 27.02 20.09 – 20.76 14.90 39.79±0.38 35.51 26.86 62.23±0.75 35.74 23.30 61.70±0.32 34.30 23.72 63.79±0.46,12.04 11.16 – 5.31 5.12 – 5.56 5.94 – 9.15 7.44 – 12.14 12.00 – 9.22 8.81 18.85±0.31 26.04 22.32 47.92±0.47 19.37 14.82 41.35±0.48 20.09 15.42 42.92±0.63,40.36 29.05 – 9.67 7.66 – 6.61 5.16 – 41.04 34.34 – 44.65 37.06 – 33.34 27.58 54.05±0.22 40.91 33.63 71.12±0.20 49.56 38.92 76.60±0.13 39.31 31.16 62.29±0.12
38.72 27.13 67.13±0.65 38.09 26.03 65.71±0.45,28.64 21.58 51.15±0.31 24.32 18.82 47.19±0.67,47.65 38.72 72.93±0.11 49.27 40.30 75.71±0.21
