Prompting,58.9,22.24,7.46,4.02,82.5,7.15,2.13,66.7,7.19,3.69,31.8,7.93,5.97
ACONUT,58.3,20.15,6.97,3.74,80.7,6.66,2.04,66.7,7.08,3.40,31.8,7.16,5.54
ACONUTCO,62.5,22.29,7.26,3.85,86.0,6.44,2.04,72.9,6.98,3.93,33.3,8.20,5.42
