Prompting,60.1,17.39,6.50,3.72,80.7,4.98,1.72,68.8,6.40,3.48,34.9,7.96,5.70
ACONUT,65.5,17.16,7.58,3.96,84.2,5.62,1.94,68.8,7.49,3.46,46.0,9.41,6.16
ACONUTCO,62.5,18.21,7.21,4.24,80.7,5.52,2.02,70.8,7.18,3.69,39.7,8.76,6.67
